ID,Date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency,description,due_date
252,25-04-2024,Snacks,Food & Drinks,Salary Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
253,25-04-2024,Petrol,Transport,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
254,24-04-2024,Shirt,Bills & Fees,Salary Bank,699,INR,EXPENSE,0,None,None,0,None,No-description,None
255,24-04-2024,Petrol,Transport,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
256,24-04-2024,Petrol,Transport,Salary Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
257,24-04-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
258,23-04-2024,Team lunch,Food & Drinks,Salary Bank,795,INR,EXPENSE,0,None,None,0,None,No-description,None
259,23-04-2024,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
260,23-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
261,23-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
262,22-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
263,22-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
264,22-04-2024,Bus Pass,Transport,Salary Bank,430,INR,EXPENSE,0,None,None,0,None,No-description,None
265,22-04-2024,Recharge,Bills & Fees,Salary Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
266,22-04-2024,Adjust balance,Unknown,Savings Bank,44.02,INR,INCOME,0,None,None,0,None,No-description,None
267,22-04-2024,Settlement,Unknown,Salary Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
268,22-04-2024,Adjust balance,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
269,22-04-2024,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
270,22-04-2024,No title,Bills & Fees,Cash,30,INR,INCOME,0,None,None,0,None,No-description,None
271,22-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
272,21-04-2024,Juice,Food & Drinks,Salary Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
273,21-04-2024,Manchuria,Food & Drinks,Cash,70,INR,EXPENSE,0,None,None,0,None,No-description,None
274,21-04-2024,Breakfast,Food & Drinks,Salary Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
275,21-04-2024,Petrol,Transport,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
276,21-04-2024,Tyre,Bills & Fees,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
277,20-04-2024,Shirt,Bills & Fees,Salary Bank,799,INR,EXPENSE,0,None,None,0,None,No-description,None
278,20-04-2024,Burrito,Food & Drinks,Salary Bank,83,INR,EXPENSE,0,None,None,0,None,No-description,None
279,20-04-2024,Sid PayUp,Bills & Fees,Salary Bank,89.52,INR,INCOME,0,None,None,0,None,No-description,None
280,20-04-2024,Ice Cream,Food & Drinks,Salary Bank,88.01,INR,EXPENSE,0,None,None,0,None,No-description,None
281,20-04-2024,Water,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
282,19-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
283,19-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
284,19-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
285,18-04-2024,Snacks,Food & Drinks,Salary Bank,75,INR,EXPENSE,0,None,None,0,None,No-description,None
286,18-04-2024,Snacks,Food & Drinks,Salary Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
287,17-04-2024,No title,Unknown,Cash,5,INR,EXPENSE,0,None,None,0,None,No-description,None
288,17-04-2024,Reacharge,Unknown,Salary Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
289,17-04-2024,AtR,Transport,Cash,35,INR,EXPENSE,0,None,None,0,None,No-description,None
290,17-04-2024,Withdraw,Unknown,Salary Bank,0,INR,TRANSFER,300,INR,Cash,300,INR,No-description,None
291,16-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
292,16-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
293,16-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
294,15-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
295,15-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
296,15-04-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
297,15-04-2024,Domain,Bills & Fees,Salary Bank,616.32,INR,EXPENSE,0,None,None,0,None,No-description,None
298,15-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
299,15-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
300,14-04-2024,Breakfast,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
301,12-04-2024,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
302,12-04-2024,Recharge,Unknown,Salary Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
303,12-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
304,12-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
305,12-04-2024,Adjust balance,Unknown,Metro Card,40,INR,EXPENSE,0,None,None,0,None,No-description,None
306,10-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
307,10-04-2024,Adjust balance,Unknown,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
308,10-04-2024,Adjust balance,Unknown,Salary Bank,70.99,INR,EXPENSE,0,None,None,0,None,No-description,None
309,10-04-2024,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
310,10-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
311,10-04-2024,Shawarma ,Food & Drinks,Salary Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
312,08-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
313,08-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
314,07-04-2024,Breakfast,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
315,07-04-2024,Fest,Bills & Fees,Salary Bank,250,INR,EXPENSE,0,None,None,0,None,No-description,None
316,06-04-2024,Juice,Food & Drinks,Salary Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
317,06-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
318,06-04-2024,Juice,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
319,06-04-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
320,05-04-2024,Juice,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
321,05-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
322,05-04-2024,Recharge,Unknown,Salary Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
323,05-04-2024,Wow,Bills & Fees,Salary Bank,309.84,INR,EXPENSE,0,None,None,0,None,No-description,None
324,05-04-2024,Juice,Food & Drinks,Salary Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
325,05-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
326,04-04-2024,Snacks,Food & Drinks,Salary Bank,75,INR,EXPENSE,0,None,None,0,None,No-description,None
327,04-04-2024,Petrol,Bills & Fees,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
328,04-04-2024,Stonks,Bills & Fees,Salary Bank,761.44,INR,INCOME,0,None,None,0,None,No-description,None
329,03-04-2024,Settlement,Unknown,Salary Bank,0,INR,TRANSFER,"3,199.00",INR,Savings Bank,"3,199.00",INR,No-description,None
330,03-04-2024,Maa,Bills & Fees,Salary Bank,"10,000.00",INR,INCOME,0,None,None,0,None,No-description,None
331,03-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
332,03-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
333,02-04-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
334,02-04-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
335,02-04-2024,Juice,Food & Drinks,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
336,02-04-2024,Juice,Food & Drinks,Cash,60,INR,EXPENSE,0,None,None,0,None,No-description,None
337,02-04-2024,Chotu,Bills & Fees,Cash,60,INR,INCOME,0,None,None,0,None,No-description,None
338,02-04-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
339,01-04-2024,Netflix,Bills & Fees,Savings Bank,199,INR,EXPENSE,0,None,None,0,None,No-description,None
340,01-04-2024,Chotu,Bills & Fees,Savings Bank,"3,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
341,01-04-2024,Bhagwat,Bills & Fees,Cash,100,INR,INCOME,0,None,None,0,None,No-description,None
342,01-04-2024,Snacks,Food & Drinks,Salary Bank,160,INR,EXPENSE,0,None,None,0,None,No-description,None
343,01-04-2024,Juice,Food & Drinks,Salary Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
344,01-04-2024,Adjust balance,Unknown,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
345,31-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
346,31-03-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
347,31-03-2024,Baba,Bills & Fees,Salary Bank,"1,700.00",INR,EXPENSE,0,None,None,0,None,No-description,None
348,31-03-2024,Shoes,Bills & Fees,Salary Bank,"2,499.00",INR,EXPENSE,0,None,None,0,None,No-description,None
349,31-03-2024,Haircut,Bills & Fees,Salary Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
350,30-03-2024,Chotu,Bills & Fees,Cash,100,INR,EXPENSE,0,None,None,0,None,No-description,None
351,29-03-2024,Snacks,Food & Drinks,Salary Bank,90,INR,EXPENSE,0,None,None,0,None,No-description,None
352,29-03-2024,Maa,Bills & Fees,Salary Bank,"13,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
353,29-03-2024,Breakfast,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
354,28-03-2024,Petrol,Bills & Fees,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
355,28-03-2024,Snacks,Food & Drinks,Salary Bank,250,INR,EXPENSE,0,None,None,0,None,No-description,None
356,28-03-2024,Settle,Unknown,Salary Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
357,28-03-2024,Salary,Bills & Fees,Salary Bank,"22,700.00",INR,INCOME,0,None,None,0,None,No-description,None
358,28-03-2024,Transfer,Unknown,Salary Bank,0,INR,TRANSFER,"4,123.00",INR,Savings Bank,"4,123.00",INR,No-description,None
359,27-03-2024,Ice cream,Food & Drinks,Cash,70,INR,EXPENSE,0,None,None,0,None,No-description,None
360,26-03-2024,Juice,Food & Drinks,Salary Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
361,26-03-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
362,25-03-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
363,25-03-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
364,25-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
365,25-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
366,25-03-2024,Recharge,Unknown,Cash,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
367,24-03-2024,Adjust balance,Unknown,Salary Bank,105,INR,EXPENSE,0,None,None,0,None,No-description,None
368,22-03-2024,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
369,22-03-2024,Juice,Food & Drinks,Salary Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
370,22-03-2024,Snacks,Food & Drinks,Salary Bank,80,INR,EXPENSE,0,None,None,0,None,No-description,None
371,22-03-2024,Withdraw,Unknown,Salary Bank,0,INR,TRANSFER,500,INR,Cash,500,INR,No-description,None
372,22-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
373,21-03-2024,Baba,Bills & Fees,Salary Bank,500,INR,EXPENSE,0,None,None,0,None,No-description,None
374,21-03-2024,Recharge,Bills & Fees,Salary Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
375,21-03-2024,Maa,Bills & Fees,Salary Bank,"2,000.00",INR,INCOME,0,None,None,0,None,No-description,None
376,21-03-2024,Stonks,Bills & Fees,Salary Bank,230,INR,EXPENSE,0,None,None,0,None,No-description,None
377,21-03-2024,Petrol,Transport,Salary Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
378,19-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
379,19-03-2024,Snacks,Food & Drinks,Salary Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
380,19-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
381,19-03-2024,Shawarma ,Food & Drinks,Salary Bank,260,INR,EXPENSE,0,None,None,0,None,No-description,None
382,19-03-2024,Bus pass,Bills & Fees,Salary Bank,430,INR,EXPENSE,0,None,None,0,None,No-description,None
383,18-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
384,17-03-2024,Adjust balance,Unknown,Cash,110,INR,EXPENSE,0,None,None,0,None,No-description,None
385,16-03-2024,Snacks,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
386,16-03-2024,Rent,Bills & Fees,Salary Bank,"3,800.00",INR,EXPENSE,0,None,None,0,None,No-description,None
387,15-03-2024,Juice,Food & Drinks,Salary Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
388,15-03-2024,Snacks,Food & Drinks,Salary Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
389,15-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
390,15-03-2024,Bike,Transport,Salary Bank,74,INR,EXPENSE,0,None,None,0,None,No-description,None
391,14-03-2024,Snacks,Food & Drinks,Salary Bank,105,INR,EXPENSE,0,None,None,0,None,No-description,None
392,13-03-2024,Snacks,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
393,13-03-2024,Bandages,Bills & Fees,Salary Bank,8,INR,EXPENSE,0,None,None,0,None,No-description,None
394,12-03-2024,Baba,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
395,12-03-2024,Doc,Bills & Fees,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
396,12-03-2024,Juice,Food & Drinks,Salary Bank,90,INR,EXPENSE,0,None,None,0,None,No-description,None
397,12-03-2024,Shawarma,Food & Drinks,Salary Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
398,12-03-2024,Breakfast,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
399,11-03-2024,Jalebi,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
400,10-03-2024,Category Expense,Bills & Fees,Salary Bank,9,INR,EXPENSE,0,None,None,0,None,No-description,None
401,10-03-2024,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
402,09-03-2024,Juice,Food & Drinks,Salary Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
403,09-03-2024,Petrol,Transport,Salary Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
404,08-03-2024,Snacks,Food & Drinks,Salary Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
405,08-03-2024,Breakfast,Food & Drinks,Salary Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
406,07-03-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
407,07-03-2024,RtA,Transport,Cash,35,INR,EXPENSE,0,None,None,0,None,No-description,None
408,07-03-2024,No title,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
409,07-03-2024,Adjust balance,Unknown,Cash,25,INR,EXPENSE,0,None,None,0,None,No-description,None
410,07-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
411,07-03-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
412,07-03-2024,Withdraw,Unknown,Salary Bank,0,INR,TRANSFER,200,INR,Cash,200,INR,No-description,None
413,07-03-2024,Recharge,Unknown,Salary Bank,0,INR,TRANSFER,250,INR,Metro Card,250,INR,No-description,None
414,06-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
415,06-03-2024,Snacks,Food & Drinks,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
416,06-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
417,06-03-2024,RB ,Food & Drinks,Salary Bank,125,INR,EXPENSE,0,None,None,0,None,No-description,None
418,06-03-2024,Baba,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
419,06-03-2024,Netflix,Bills & Fees,Salary Bank,99,INR,EXPENSE,0,None,None,0,None,No-description,None
420,06-03-2024,No title,Unknown,Savings Bank,5.53,INR,INCOME,0,None,None,0,None,No-description,None
421,05-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
422,05-03-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
423,05-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
424,04-03-2024,Snacks,Food & Drinks,Salary Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
425,04-03-2024,Snacks,Food & Drinks,Salary Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
426,04-03-2024,RtA,Transport,Cash,35,INR,EXPENSE,0,None,None,0,None,No-description,None
427,04-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
428,04-03-2024,Baba,Bills & Fees,Cash,80,INR,EXPENSE,0,None,None,0,None,No-description,None
429,04-03-2024,Recharge,Unknown,Salary Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
430,03-03-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
431,03-03-2024,Laptop fixes,Bills & Fees,Salary Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
432,03-03-2024,Juice,Food & Drinks,Salary Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
433,03-03-2024,Snacks,Food & Drinks,Salary Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
434,02-03-2024,Cab,Bills & Fees,Salary Bank,419,INR,EXPENSE,0,None,None,0,None,No-description,None
435,02-03-2024,Can,Bills & Fees,Salary Bank,476,INR,EXPENSE,0,None,None,0,None,No-description,None
436,02-03-2024,Dinner,Bills & Fees,Salary Bank,"2,154.00",INR,EXPENSE,0,None,None,0,None,No-description,None
437,02-03-2024,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
438,01-03-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
439,01-03-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
440,01-03-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
441,01-03-2024,Baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
442,29-02-2024,Fancode,Bills & Fees,Salary Bank,599,INR,EXPENSE,0,None,None,0,None,No-description,None
443,29-02-2024,Snacks,Food & Drinks,Salary Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
444,29-02-2024,Salary,Unknown,Salary Bank,"22,700.00",INR,INCOME,0,None,None,0,None,No-description,None
445,29-02-2024,Adjust balance,Unknown,Savings Bank,45.02,INR,EXPENSE,0,None,None,0,None,No-description,None
446,29-02-2024,Adjust balance,Unknown,Savings Bank,0,INR,INCOME,0,None,None,0,None,No-description,None
447,29-02-2024,Petrol,Transport,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
448,29-02-2024,Baba,Bills & Fees,Cash,100,INR,EXPENSE,0,None,None,0,None,No-description,None
449,29-02-2024,Maa,Bills & Fees,Cash,150,INR,EXPENSE,0,None,None,0,None,No-description,None
450,28-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
451,28-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
452,28-02-2024,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
453,28-02-2024,AtR,Transport,Cash,35,INR,EXPENSE,0,None,None,0,None,No-description,None
454,28-02-2024,Adjust balance,Unknown,Cash,15,INR,EXPENSE,0,None,None,0,None,No-description,None
455,27-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
456,27-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
457,27-02-2024,Shawarma ,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
458,27-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
459,27-02-2024,Snacks,Food & Drinks,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
460,27-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
461,26-02-2024,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,500,INR,Cash,500,INR,No-description,None
462,26-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
463,26-02-2024,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
464,26-02-2024,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
465,26-02-2024,Adjust balance,Unknown,Savings Bank,940,INR,INCOME,0,None,None,0,None,No-description,None
466,26-02-2024,Adjust balance,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
467,26-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
468,26-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
469,26-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
470,26-02-2024,Baba,Bills & Fees,Cash,200,INR,EXPENSE,0,None,None,0,None,No-description,None
471,26-02-2024,Maa,Bills & Fees,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
472,24-02-2024,Snacks,Food & Drinks,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
473,24-02-2024,Snacks,Food & Drinks,Cash,35,INR,EXPENSE,0,None,None,0,None,No-description,None
474,23-02-2024,Snacks,Food & Drinks,Cash,25,INR,EXPENSE,0,None,None,0,None,No-description,None
475,23-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
476,23-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
477,23-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
478,23-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
479,22-02-2024,Bb,Bills & Fees,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
480,22-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
481,22-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
482,22-02-2024,Stonks,Bills & Fees,Savings Bank,180,INR,EXPENSE,0,None,None,0,None,No-description,None
483,22-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
484,22-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
485,21-02-2024,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
486,21-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
487,21-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
488,21-02-2024,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
489,20-02-2024,Play store,Bills & Fees,Savings Bank,9,INR,EXPENSE,0,None,None,0,None,No-description,None
490,20-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
491,20-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
492,20-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
493,19-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
494,19-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
495,19-02-2024,AtR,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
496,19-02-2024,Reacharge,Unknown,Savings Bank,0,INR,TRANSFER,300,INR,Metro Card,300,INR,No-description,None
497,18-02-2024,Biryani,Unknown,Savings Bank,0,INR,TRANSFER,230,INR,Cash,230,INR,No-description,None
498,18-02-2024,Biryani ,Food & Drinks,Savings Bank,250,INR,EXPENSE,0,None,None,0,None,No-description,None
499,18-02-2024,Juice,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
500,18-02-2024,Snacks,Food & Drinks,Cash,40,INR,EXPENSE,0,None,None,0,None,No-description,None
501,18-02-2024,Book,Bills & Fees,Savings Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
502,18-02-2024,Entry fee,Bills & Fees,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
503,17-02-2024,Bus pass,Bills & Fees,Savings Bank,430,INR,EXPENSE,0,None,None,0,None,No-description,None
504,17-02-2024,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
505,17-02-2024,Adjust balance,Unknown,Cash,16,INR,EXPENSE,0,None,None,0,None,No-description,None
506,17-02-2024,Adjust balance,Unknown,Savings Bank,130,INR,INCOME,0,None,None,0,None,No-description,None
507,16-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
